date,close_bbg
5/10/2017,1059.1
5/11/2017,1057.24
5/12/2017,1056.81
5/15/2017,1060.92
5/16/2017,1060.79
5/17/2017,1040.68
5/18/2017,1044.44
5/19/2017,1050.79
5/22/2017,1055.52
5/23/2017,1058.53
5/24/2017,1060.76
5/25/2017,1064.93
5/26/2017,1065.35
5/30/2017,1064.26
5/31/2017,1062.91
6/1/2017,1069.74
6/2/2017,1074.36
6/5/2017,1074
6/6/2017,1071.62
6/7/2017,1073.47
6/8/2017,1073.04
6/9/2017,1071.9
6/12/2017,1070.71
6/13/2017,1074.64
6/14/2017,1074
6/15/2017,1071.66
6/16/2017,1071.85
6/19/2017,1081.24
6/20/2017,1074.69
6/21/2017,1074.44
6/22/2017,1073.88
6/23/2017,1075.43
6/26/2017,1075.26
6/27/2017,1066.36
6/28/2017,1075.74
6/29/2017,1066.68
6/30/2017,1067.71
7/3/2017,1070.5
7/5/2017,1072.77
7/6/2017,1062.75
7/7/2017,1068.65
7/10/2017,1069.62
7/11/2017,1068.81
7/12/2017,1075.97
7/13/2017,1078.41
7/14/2017,1083.13
7/17/2017,1082.45
7/18/2017,1083.95
7/19/2017,1089.21
7/20/2017,1089.26
7/21/2017,1087.74
7/24/2017,1086.82
7/25/2017,1090.07
7/26/2017,1091.47
7/27/2017,1092.25
7/28/2017,1089.53
7/31/2017,1088.94
8/1/2017,1092.41
8/2/2017,1094.92
8/3/2017,1092.9
8/4/2017,1095.42
8/7/2017,1097.21
8/8/2017,1095.22
8/9/2017,1095.14
8/10/2017,1079.89
8/11/2017,1081.8
8/14/2017,1092.05
8/15/2017,1091.76
8/16/2017,1092.58
8/17/2017,1076.11
8/18/2017,1073.52
8/21/2017,1074.72
8/22/2017,1085.24
8/23/2017,1081.27
8/24/2017,1078.68
8/25/2017,1080.02
8/28/2017,1081.17
8/29/2017,1083.41
8/30/2017,1087.93
8/31/2017,1093.78
9/1/2017,1095.25
9/5/2017,1086.74
9/6/2017,1090.44
9/7/2017,1090.41
9/8/2017,1086.98
9/11/2017,1098.54
9/12/2017,1103.03
9/13/2017,1104.88
9/14/2017,1103.66
9/15/2017,1105.11
9/18/2017,1106.26
9/19/2017,1109.26
9/20/2017,1110.16
9/21/2017,1106.39
9/22/2017,1106.61
9/25/2017,1103.6
9/26/2017,1103.21
9/27/2017,1107.37
9/28/2017,1108.71
9/29/2017,1112.19
10/2/2017,1116.74
10/3/2017,1119.35
10/4/2017,1119.21
10/5/2017,1126.5
10/6/2017,1125.03
10/9/2017,1123.61
10/10/2017,1126.49
10/11/2017,1128.89
10/12/2017,1125.04
10/13/2017,1126.16
10/16/2017,1129.29
10/17/2017,1130.97
10/18/2017,1131.78
10/19/2017,1130.71
10/20/2017,1135.26
10/23/2017,1130.15
10/24/2017,1131.82
10/25/2017,1127.44
10/26/2017,1127.48
10/27/2017,1140.09
10/30/2017,1136.75
10/31/2017,1136.83
11/1/2017,1140.13
11/2/2017,1139.47
11/3/2017,1143.41
11/6/2017,1143.77
11/7/2017,1144.14
11/8/2017,1145.43
11/9/2017,1142.07
11/10/2017,1140.39
11/13/2017,1140.82
11/14/2017,1136.74
11/15/2017,1130.74
11/16/2017,1139.91
11/17/2017,1135.35
11/20/2017,1136.2
11/21/2017,1144.85
11/22/2017,1144.5
11/24/2017,1146.98
11/27/2017,1147.11
11/28/2017,1158.57
11/29/2017,1158.25
11/30/2017,1167.79
12/1/2017,1166.19
12/4/2017,1165.99
12/5/2017,1162.64
12/6/2017,1162.51
12/7/2017,1164.6
12/8/2017,1170.82
12/11/2017,1176.45
12/12/2017,1180.47
12/13/2017,1180.24
12/14/2017,1176.55
12/15/2017,1186.68
12/18/2017,1192.22
12/19/2017,1188.29
12/20/2017,1186.57
12/21/2017,1190.39
12/22/2017,1189.02
12/26/2017,1186.62
12/27/2017,1187.7
12/28/2017,1189.29
12/29/2017,1183.15
1/2/2018,1193.55
1/3/2018,1200.74
1/4/2018,1206.26
1/5/2018,1215.56
1/8/2018,1216.1
1/9/2018,1218.12
1/10/2018,1217.95
1/11/2018,1225.82
1/12/2018,1234.55
1/16/2018,1231.79
1/17/2018,1243.38
1/18/2018,1241.59
1/19/2018,1245.7
1/22/2018,1256.71
1/23/2018,1257.48
1/24/2018,1256.54
1/25/2018,1258.04
1/26/2018,1273.99
1/29/2018,1265.56
1/30/2018,1251.93
1/31/2018,1251.42
2/1/2018,1252.15
2/2/2018,1224.69
2/5/2018,1171.85
2/6/2018,1194.49
2/7/2018,1187.56
2/8/2018,1142.28
2/9/2018,1159.2
2/12/2018,1175.78
2/13/2018,1178.93
2/14/2018,1193.24
2/15/2018,1208.44
2/16/2018,1208.88
2/20/2018,1200.71
2/21/2018,1194.38
2/22/2018,1196.37
2/23/2018,1215.35
2/26/2018,1232.49
2/27/2018,1216.31
2/28/2018,1201.87
3/1/2018,1184.54
3/2/2018,1189.04
3/5/2018,1201.89
3/6/2018,1202.54
3/7/2018,1201.86
3/8/2018,1207.88
3/9/2018,1228.97
3/12/2018,1227.61
3/13/2018,1218.31
3/14/2018,1211.02
3/15/2018,1210.77
3/16/2018,1211.4
3/19/2018,1192.11
3/20/2018,1192.43
3/21/2018,1189.53
3/22/2018,1157.91
3/23/2018,1133.01
3/26/2018,1164.97
3/27/2018,1143.74
3/28/2018,1141.5
3/29/2018,1157.37
4/2/2018,1131.65
4/3/2018,1146.26
4/4/2018,1159.76
4/5/2018,1169.17
4/6/2018,1143.78
4/9/2018,1148.03
4/10/2018,1168.14
4/11/2018,1160.58
4/12/2018,1170.79
4/13/2018,1167.5
4/16/2018,1175.83
4/17/2018,1188.39
4/18/2018,1187.26
4/19/2018,1181.89
4/20/2018,1170.45
4/23/2018,1170.43
4/24/2018,1153.84
4/25/2018,1155.38
4/26/2018,1169.17
4/27/2018,1169.9
4/30/2018,1160.73
5/1/2018,1164.4
5/2/2018,1156.64
5/3/2018,1153.93
5/4/2018,1169.64
5/7/2018,1174.26
5/8/2018,1173.77
5/9/2018,1185.69
5/10/2018,1197.16
5/11/2018,1200.13
5/14/2018,1202.06
5/15/2018,1192.81
5/16/2018,1197.26
5/17/2018,1194.58
5/18/2018,1190.65
5/21/2018,1200.53
5/22/2018,1197.14
5/23/2018,1201.46
5/24/2018,1197.68
5/25/2018,1194.53
5/29/2018,1180.34
5/30/2018,1194.9
5/31/2018,1188.91
6/1/2018,1202.01
6/4/2018,1207.65
6/5/2018,1207.92
6/6/2018,1219.18
6/7/2018,1218.72
6/8/2018,1221.79
6/11/2018,1222.43
6/12/2018,1223.67
6/13/2018,1218.92
